tipo,pregunta,materia,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,opcion_f,correctas,respuesta_correcta,respuesta_modelo,criterios
opcion_unica,¿Qué puede reclamar el demandado a través de la reconvención?,Derecho,Prestaciones derivadas de una causa distinta a la demanda principal.,Únicamente la nulidad del procedimiento.,Prestaciones derivadas de la misma causa que motivó la demanda principal.,El pago de costas procesales sin relación con la demanda.,,,2,Prestaciones derivadas de la misma causa que motivó la demanda principal.,La reconvención permite al demandado reclamar al actor prestaciones basadas en la misma causa de la demanda.,
opcion_unica,¿Puede el allanamiento a la demanda sujetarse a condiciones impuestas por el demandado?,Derecho,"Sí, si el actor acepta las condiciones.","Sí, siempre que las condiciones sean razonables.","No, el allanamiento debe ser incondicional.",Solo si se refiere a plazos para el cumplimiento.,,,2,"No, el allanamiento debe ser incondicional.","El allanamiento no puede estar sujeto a condiciones, debe ser puro y simple.",
opcion_unica,¿Cuál es el término legal para contestar la demanda?,Derecho,15 días.,6 días.,10 días.,9 días.,,,3,9 días.,El plazo para contestar la demanda es de 9 días conforme a la ley.,
opcion_unica,¿Cuál es el término para proponer la reconvención?,Derecho,9 días.,10 días.,15 días.,20 días.,,,2,15 días.,El plazo para proponer reconvención es de 15 días.,
opcion_unica,¿Cómo deben tramitarse las excepciones procesales?,Derecho,Solo las dilatorias se tramitan en la vía incidental.,Se tramitan como cuestión de previo y especial pronunciamiento.,Solo las perentorias se tramitan en la vía incidental.,Todas deben tramitarse en la vía incidental.,,,3,Todas deben tramitarse en la vía incidental.,Las excepciones procesales se tramitan en la vía incidental.,
opcion_unica,¿Qué efecto produce la falta de contestación de los hechos de la demanda?,Derecho,Se presumen confesados.,No produce efecto alguno.,Se tienen por negados.,Se tienen por ciertos solo si son afirmativos.,,,0,Se presumen confesados.,La falta de contestación de los hechos da lugar a la presunción de confesión.,
opcion_unica,¿En qué momento debe realizarse el llamamiento a juicio de un tercero?,Derecho,Al contestar la demanda.,"Después de la contestación, dentro de los 5 días.",Antes de la contestación de la demanda.,En cualquier momento antes de la sentencia.,,,0,Al contestar la demanda.,El llamamiento a juicio de un tercero debe hacerse al contestar la demanda.,
opcion_unica,¿Cómo debe notificarse la reconvención al demandado reconvencional?,Derecho,Por edictos.,Por correo certificado.,Por estrados.,Personalmente en su domicilio.,,,3,Personalmente en su domicilio.,La reconvención debe notificarse personalmente en el domicilio del demandado reconvencional.,
opcion_unica,¿Respecto de qué demandas procede el allanamiento?,Derecho,Puede proceder respecto de la demanda principal y de la reconvención.,Solo respecto de la demanda principal.,Solo respecto de la reconvención.,Únicamente respecto de demandas de condena.,,,0,Puede proceder respecto de la demanda principal y de la reconvención.,El allanamiento puede referirse tanto a la demanda principal como a la reconvención.,
opcion_unica,¿Cuál es la regla general respecto al momento de resolución de las excepciones procesales?,Derecho,Deben resolverse en la audiencia de pruebas.,Deben resolverse en la etapa de alegatos.,Deben resolverse en la audiencia previa y de conciliación.,Deben resolverse en la sentencia definitiva.,,,2,Deben resolverse en la audiencia previa y de conciliación.,Las excepciones procesales se resuelven por regla general en la audiencia previa y de conciliación.,
opcion_unica,¿En qué momento procesal se resuelven las excepciones de fondo?,Derecho,En la sentencia definitiva.,En la etapa de alegatos.,En la audiencia previa y de conciliación.,En la audiencia de pruebas.,,,0,En la sentencia definitiva.,Las excepciones de fondo se resuelven al dictar sentencia definitiva.,
opcion_unica,¿Qué implica la rebeldía en el proceso?,Derecho,Una acción activa de las partes para impulsar el proceso.,Una declaración de que las pretensiones son infundadas.,Una inacción o abstención de las partes en la realización de los actos procesales que les corresponden.,Una sanción impuesta por el juez por faltar al respeto.,,,2,Una inacción o abstención de las partes en la realización de los actos procesales que les corresponden.,La rebeldía se define como la inacción o abstención de las partes en realizar los actos procesales que les corresponden.,
opcion_unica,¿Es correcto afirmar que la rebeldía siempre es total?,Derecho,"Falso, puede haber rebeldía parcial.","Verdadero, siempre es total.","Verdadero, pero solo en juicios ejecutivos.","Falso, solo se da en materia penal.",,,0,"Falso, puede haber rebeldía parcial.","La rebeldía puede ser parcial, por lo que la afirmación de que siempre es total es falsa.",
opcion_unica,¿Puede un litigante rebelde comparecer posteriormente en el juicio?,Derecho,"Sí, puede insertarse en el proceso cuando lo decida.",Solo si el juez lo autoriza expresamente.,"No, pierde todo derecho a participar.",Solo si paga una multa.,,,0,"Sí, puede insertarse en el proceso cuando lo decida.",El litigante rebelde puede comparecer en cualquier momento y continuar el juicio en el estado en que se encuentre.,
opcion_unica,"Si un litigante rebelde comparece a juicio, ¿tiene derecho a que se repongan las etapas procesales que se realizaron sin su comparecencia?",Derecho,"No, puede comparecer en el estado en que se encuentre el juicio sin reposición del procedimiento.","Sí, siempre se reponen todas las etapas.","No, pero puede ofrecer pruebas en cualquier momento.","Sí, pero solo si lo solicita dentro de tres días.",,,0,"No, puede comparecer en el estado en que se encuentre el juicio sin reposición del procedimiento.","El rebelde que comparece se incorpora al proceso en el estado en que se encuentre, sin que se repongan las etapas previas.",
opcion_unica,¿Qué efecto tiene la declaración de rebeldía por no contestar la demanda en asuntos que afecten relaciones familiares o de menores?,Derecho,Se aplicará una multa al rebelde.,Se tendrán por no controvertidos los hechos.,Se tendrán por confesados los hechos en sentido negativo.,Se tendrán por confesados los hechos en sentido afirmativo.,,,2,Se tendrán por confesados los hechos en sentido negativo.,"En asuntos de familia o menores, la rebeldía produce confesión ficta en sentido negativo, no afirmativo.",
opcion_unica,¿Cuál es la primera fase que se desahoga en la audiencia previa de conciliación y de excepciones procesales?,Derecho,La resolución de excepciones procesales.,La oferta y admisión de pruebas.,El análisis de la legitimación de las partes.,La conciliación entre las partes.,,,2,El análisis de la legitimación de las partes.,"La audiencia previa inicia con el análisis de la legitimación de las partes, antes de resolver excepciones procesales.",
opcion_unica,¿La excepción de incompetencia puede no resolverse en la audiencia previa de conciliación y de excepciones procesales?,Derecho,Solo si las partes están de acuerdo.,"Falso, siempre debe resolverse en esa audiencia.",Verdadero.,Solo si se trata de incompetencia por territorio.,,,2,Verdadero.,"La excepción de incompetencia puede diferirse y no resolverse en la audiencia previa, por lo que la afirmación es verdadera.",
opcion_unica,¿Quién está a cargo de la audiencia previa de conciliación y de excepciones procesales?,Derecho,El Secretario Conciliador.,El actuario judicial.,El Secretario de Acuerdos.,El juez del conocimiento.,,,0,El Secretario Conciliador.,La audiencia previa de conciliación y de excepciones procesales está a cargo del Secretario Conciliador.,
opcion_unica,¿Qué sucede cuando las partes llegan a un acuerdo en la fase de conciliación?,Derecho,El expediente se envía al Ministerio Público para su ratificación.,El expediente se archiva sin más trámite.,"El expediente debe concluirse en el acto de la audiencia mediante la celebración de un convenio, no turnarse para sentencia.",El expediente se turna para dictar sentencia definitiva.,,,2,"El expediente debe concluirse en el acto de la audiencia mediante la celebración de un convenio, no turnarse para sentencia.","La respuesta correcta es falsa porque el acuerdo en conciliación concluye el asunto mediante convenio, no se turna para sentencia.",
opcion_unica,¿Son recurribles las resoluciones dictadas en la audiencia previa de conciliación y de excepciones procesales?,Derecho,Solo procede el recurso de queja.,Solo procede el recurso de revocación.,"Sí son irrecurribles, no admiten ningún recurso.",No son irrecurribles; procede el recurso de apelación.,,,3,No son irrecurribles; procede el recurso de apelación.,La afirmación es falsa porque dichas resoluciones sí admiten recurso de apelación.,
opcion_unica,¿Quién estudia el asunto y plantea alternativas de solución a las partes en la audiencia previa de conciliación y de excepciones procesales?,Derecho,El actuario judicial.,El defensor de oficio.,"El Juzgado, por conducto del Secretario Conciliador.",El Ministerio Público.,,,2,"El Juzgado, por conducto del Secretario Conciliador.",La afirmación es verdadera porque la ley designa al Secretario Conciliador para esa función.,
opcion_unica,¿Qué efecto jurídico tienen los convenios celebrados en la audiencia previa de conciliación y de excepciones procesales?,Derecho,Requieren ratificación del juez para tener validez.,Tienen fuerza de cosa juzgada.,Pueden ser modificados unilateralmente por cualquiera de las partes.,Son solo un acuerdo entre partes sin efectos legales.,,,1,Tienen fuerza de cosa juzgada.,La afirmación es verdadera porque los convenios aprobados judicialmente adquieren autoridad de cosa juzgada.,
opcion_unica,¿Dentro de qué plazo debe celebrarse la audiencia previa de conciliación y de excepciones procesales?,Derecho,Dentro de los cinco días siguientes a la contestación.,Dentro de los diez días siguientes al auto que tenga por contestada la demanda.,Dentro de los quince días siguientes a la contestación.,Dentro de los veinte días siguientes a la contestación.,,,1,Dentro de los diez días siguientes al auto que tenga por contestada la demanda.,La afirmación es verdadera porque el plazo legal es de diez días.,
opcion_unica,¿Cuándo deben resolverse las cuestiones relativas a la legitimación procesal?,Derecho,Una vez concluida la conciliación.,En la audiencia de juicio.,"Deben resolverse en la primera fase de la audiencia, antes de la conciliación.",Al momento de dictar sentencia.,,,2,"Deben resolverse en la primera fase de la audiencia, antes de la conciliación.",La afirmación es falsa porque la legitimación procesal se examina al inicio de la audiencia.,
opcion_unica,¿Quién debe aprobar el convenio al que lleguen las partes en la fase de conciliación?,Derecho,"Ninguno, el convenio no requiere aprobación.",El juez.,El Ministerio Público.,El secretario conciliador.,,,1,El juez.,La afirmación es verdadera porque el convenio requiere aprobación judicial para ser válido.,
opcion_unica,¿Qué principio procesal exige que las pruebas se practiquen en audiencia pública?,Derecho,Inmediación.,Adquisición.,Publicidad.,Contradicción.,,,2,Publicidad.,El principio de publicidad establece que las audiencias y pruebas son públicas.,
opcion_unica,"¿Cómo se denomina el principio que permite a las partes intervenir en el ofrecimiento, preparación y desahogo de cada prueba?",Derecho,Inmediación.,Publicidad.,Contradicción.,Adquisición.,,,2,Contradicción.,El principio de contradicción garantiza la participación de las partes en la actividad probatoria.,
opcion_unica,"¿Qué principio de la prueba establece que la actividad probatoria no pertenece a quien la realiza, sino que se considera propia del proceso?",Derecho,Inmediación.,Publicidad.,Contradicción.,Adquisición.,,,3,Adquisición.,"El principio de adquisición implica que las pruebas benefician o perjudican a ambas partes, no solo a quien las ofrece.",
opcion_unica,"¿A través de qué medio es posible la demostración de un hecho falso o verdadero, relevante para el derecho procesal y con consecuencias perjudiciales para las partes?",Derecho,Audiencia,Demanda,Sentencia,Prueba procesal,,,3,Prueba procesal,La prueba procesal es el medio para demostrar los hechos en juicio.,
opcion_unica,"Para el derecho procesal, ¿qué es un medio determinado por una hipótesis o un hecho, así como por un fin que es verificar la hipótesis o acreditar el hecho?",Derecho,Alegato,Prueba,Recurso,Notificación,,,1,Prueba,La prueba es el medio para verificar hipótesis o acreditar hechos.,
opcion_unica,"Por regla general, quien afirma está obligado a probar, de lo que se infiere que ¿quién no está obligado a probar?",Derecho,Quien contradice,Quien demanda,Quien niega,Quien excepciona,,,2,Quien niega,"El que niega no tiene la carga de probar, salvo excepciones.",
opcion_unica,La carga de la prueba se invierte en los casos en que ¿quién también está obligado a probar?,Derecho,Quien demanda,Quien niega,Quien afirma,Quien reconviene,,,1,Quien niega,"En ciertos casos, quien niega debe probar, invirtiéndose la carga.",
opcion_unica,¿Qué hecho que implica la afirmación de otro hecho debe ser probado?,Derecho,Hecho presumido,Hecho negativo,Hecho notorio,Hecho positivo,,,1,Hecho negativo,El hecho negativo que afirma otro hecho debe probarse.,
opcion_unica,Las diligencias probatorias que ordene el juez tienen como finalidad principal ¿qué?,Derecho,Satisfacer a las partes,Alargar el proceso,Conocer la verdad de los hechos controvertidos,Cumplir formalidades,,,2,Conocer la verdad de los hechos controvertidos,El juez ordena diligencias para conocer la verdad de los hechos.,
opcion_unica,El sistema de la sana crítica está basado en ¿qué?,Derecho,La intuición y la costumbre,La lógica y la experiencia,La ley y la jurisprudencia,La equidad y la moral,,,1,La lógica y la experiencia,La sana crítica se apoya en la lógica y la experiencia del juzgador.,
opcion_unica,El juez tiene la facultad de decretar en cualquier momento ¿qué de cualquier diligencia probatoria?,Derecho,La modificación y revocación,La suspensión y cancelación,La anulación y repetición,La práctica y ampliación,,,3,La práctica y ampliación,El juez puede ordenar la práctica y ampliación de diligencias probatorias.,
opcion_unica,La carga de la prueba se distribuye entre ¿quiénes?,Derecho,El juez y las partes,Los testigos y peritos,Las partes,El ministerio público y el acusado,,,2,Las partes,La carga probatoria recae sobre las partes del proceso.,
opcion_unica,En atención al principio de ¿qué? las pruebas se deben practicar en audiencia pública.,Derecho,Concentración,Contradicción,Publicidad,Inmediación,,,2,Publicidad,El principio de publicidad exige que las pruebas se practiquen en audiencia pública.,
opcion_unica,"¿Cuál es el principio de la prueba que consiste en que cada prueba se debe realizar otorgando a las partes la oportunidad de intervenir en su ofrecimiento, preparación y desahogo?",Derecho,Adquisición,Inmediación,Publicidad,Contradicción,,,3,Contradicción,El principio de contradicción garantiza que las partes puedan intervenir en todas las etapas de la prueba.,
opcion_unica,"¿De acuerdo con el principio de _______________ de la prueba, la actividad probatoria no pertenece a quien la realiza, sino que se considera propia del proceso?",Derecho,Concentración,Inmediación,Adquisición,Contradicción,,,2,Adquisición,"El principio de adquisición establece que la prueba una vez aportada al proceso, ya no pertenece a la parte que la ofreció, sino al proceso mismo.",
opcion_unica,¿Cómo se denomina el imperativo o gravamen que recae sobre las partes para acreditar sus hechos de acuerdo a su propio interés?,Derecho,Principio de inmediación,Principio de contradicción,Carga de la prueba,Principio de adquisición,,,2,Carga de la prueba,La carga de la prueba es la facultad y el gravamen que tienen las partes de demostrar los hechos que alegan.,
opcion_unica,"En un juicio, ¿entre qué sujetos se distribuye la carga de la prueba?",Derecho,Peritos y testigos,Juez y secretario,Ministerio Público y defensor,Actor y demandado,,,3,Actor y demandado,La carga de la prueba se distribuye entre las partes del juicio: el actor y el demandado.,
opcion_unica,"Según el doctor Carrasco Soule, ¿cuáles son las razones que justifican la distribución de la carga de la prueba entre las partes?",Derecho,Interés y necesidad,Facilidad y proximidad,Justicia y equidad,Oportunidad e igualdad,,,3,Oportunidad e igualdad,El doctor Carrasco Soule sostiene que la distribución de la carga de la prueba se justifica por razones de oportunidad e igualdad entre las partes.,
opcion_unica,"Conforme a la regla general en materia probatoria, ¿qué tipo de hechos deben ser probados?",Derecho,Presuntos,Notorios,Negativos,Positivos,,,3,Positivos,"La regla general establece que solo los hechos positivos deben ser probados, es decir, aquellos que afirman la existencia de algo.",
opcion_unica,La inversión de la carga de la prueba consiste en que también deben probarse los hechos de tipo:,Derecho,Imposibles,Notorios,Negativos,Positivos,,,2,Negativos,"La inversión de la carga de la prueba implica que, en ciertos casos, los hechos negativos también deben ser probados por la parte que los alega.",
opcion_unica,¿Cuál de los siguientes es un ejemplo de inversión de la carga de la prueba?,Derecho,Incumplimiento de contrato,Daño causado por cosa propia,Desconocimiento de la capacidad,Pago de deuda,,,2,Desconocimiento de la capacidad,El desconocimiento de la capacidad es un ejemplo de inversión de la carga de la prueba porque corresponde a quien lo alega demostrar la falta de capacidad.,
opcion_unica,"¿Qué principio procesal implica que el juez debe dirigir, sin mediación de nadie, la producción de la prueba?",Derecho,Contradicción,Concentración,Inmediatez,Publicidad,,,2,Inmediatez,"El principio de inmediación exige que el juez tenga contacto directo con las pruebas y las partes, sin intermediarios.",
opcion_unica,¿Cómo se denomina la disciplina que estudia las normas que regulan la actividad demostrativa en el proceso?,Derecho,Derecho procesal,Derecho sustantivo,Derecho penal,Derecho probatorio,,,3,Derecho probatorio,El derecho probatorio es la rama del derecho que se encarga del estudio de las normas que regulan la prueba en el proceso.,
opcion_unica,¿En qué sentido de la carga de la prueba las partes asumen la carga de probar los hechos constitutivos de sus pretensiones?,Derecho,Formal,Subjetivo,Material,Objetivo,,,1,Subjetivo,"En el sentido subjetivo, la carga de la prueba se refiere a la facultad y obligación de las partes de probar los hechos que sustentan sus pretensiones.",
opcion_unica,"¿Qué sentido de la carga de la prueba implica que, por regla general, solo el que afirma tiene la carga de probar?",Derecho,Formal,Procesal,Objetivo,Subjetivo,,,2,Objetivo,"El sentido objetivo de la carga de la prueba establece reglas de juicio para el juez, indicando que quien afirma debe probar.",
opcion_unica,¿Los hechos confesados deben ser ratificados mediante la prueba respectiva?,Derecho,Solo si son negativos,Verdadero,Falso,Depende del tipo de juicio,,,2,Falso,"Los hechos admitidos o confesados por las partes no requieren ser probados, por lo que la afirmación es falsa.",
opcion_unica,¿En todos los casos solo los hechos afirmativos son los que deben ser probados?,Derecho,Falso,Solo en materia civil,Verdadero,Depende del monto del juicio,,,0,Falso,"Por regla general los hechos positivos son objeto de prueba, pero existen excepciones donde los hechos negativos también deben probarse.",
opcion_unica,¿Deben probarse aun los hechos que no tienen relación con la litis para un mejor conocimiento de la verdad?,Derecho,Verdadero,Solo si son notorios,Solo si las partes lo ofrecen,Falso,,,3,Falso,"Solo los hechos materia de prueba y litigiosos pueden ser probados, no los que no tienen relación con la litis.",
opcion_unica,"Cuando se invoca derecho extranjero, ¿corresponde a las partes acreditar al juez el texto, su vigencia, sentido y alcance legal?",Derecho,Falso,Verdadero,Solo si el juez lo solicita,Solo en materia mercantil,,,0,Falso,"Desde 1988, las partes están relevadas de probar el derecho extranjero; corresponde al juez informarse de su existencia y contenido.",
opcion_unica,¿La jurisprudencia está sujeta a prueba?,Derecho,Solo si es contradictoria,Falso,Verdadero,Solo en amparo,,,2,Verdadero,"La jurisprudencia es obligatoria y conocida por los tribunales, por lo que no requiere prueba.",
opcion_unica,"En cualquier proceso, el conflicto o litigio puede recaer sobre estos aspectos:",Derecho,"Hechos, derecho y pruebas",Solo derecho,Hechos o derecho,Solo hechos,,,2,Hechos o derecho,El litigio puede versar sobre cuestiones de hecho o de derecho.,
opcion_unica,"De acuerdo con la doctrina, los hechos que las partes argumentan en sus escritos de demanda y contestación se clasifican en:",Derecho,Positivos y negativos,Simples y complejos,Afirmaciones y negaciones,Constitutivos e impeditivos,,,2,Afirmaciones y negaciones,La doctrina clasifica los hechos alegados en afirmaciones y negaciones.,
opcion_unica,"¿Qué tipo de hechos derivan de la existencia, modificación o extinción de una voluntad concreta de la ley?",Derecho,Voluntarios,Jurídicos,Naturales,Humanos,,,1,Jurídicos,"Los hechos jurídicos son aquellos que producen efectos de crear, modificar o extinguir derechos y obligaciones.",
opcion_unica,¿Qué tipo de hechos sirven de puente para acreditar la existencia de un hecho jurídico?,Derecho,Hechos notorios,Hechos controvertidos,Hechos simples,Hechos imposibles,,,2,Hechos simples,"Los hechos simples son aquellos que, aunque no son jurídicos en sí mismos, sirven como base para acreditar la existencia de un hecho jurídico.",
opcion_unica,"Cuando una de las partes se conforma con el hecho argumentado por su contraparte, ¿qué tipo de hechos se configura que no requieren ser probados?",Derecho,Hechos simples,Hechos presumidos,Hechos notorios,Hechos confesados,,,3,Hechos confesados,"Los hechos confesados son aquellos en los que una parte admite los hechos alegados por la otra, por lo que no requieren prueba.",
opcion_unica,"Cuando las partes no coinciden en la forma de existencia de un determinado hecho, ¿qué tipo de hechos se originan?",Derecho,Hechos simples,Hechos confesados,Hechos notorios,Hechos controvertidos,,,3,Hechos controvertidos,"Los hechos controvertidos son aquellos sobre los cuales las partes tienen versiones distintas, por lo que deben ser probados.",
opcion_unica,"Según el doctor Cipriano Gómez Lara, ¿sobre qué elementos recae el objeto de la prueba, permitiendo hablar de hechos positivos y negativos?",Derecho,Hechos positivos y negativos,Hechos jurídicos y simples,Hechos notorios y públicos,Hechos controvertidos y confesados,,,1,Hechos jurídicos y simples,"El objeto de la prueba recae sobre hechos jurídicos y simples, que pueden ser positivos o negativos.",
opcion_unica,"¿El acreditamiento de qué tipo de hechos permite acreditar la acción o, en su caso, la excepción?",Derecho,Hechos confesados y presumidos,Hechos simples y notorios,Hechos jurídicos y controvertidos,Hechos positivos y negativos,,,2,Hechos jurídicos y controvertidos,Los hechos jurídicos y controvertidos son los que deben probarse para sustentar la acción o la excepción.,
opcion_unica,"De acuerdo con el artículo 286 del Código de Procedimientos Civiles para el Distrito Federal, ¿qué tipo de hechos no requieren ser probados?",Derecho,Hechos simples,Hechos imposibles,Hechos controvertidos,Hechos notorios,,,3,Hechos notorios,Los hechos notorios son aquellos que son de conocimiento público y por ello no requieren prueba.,
opcion_unica,"De acuerdo con el artículo 298 del Código de Procedimientos Civiles para el Distrito Federal, ¿respecto de qué tipo de hechos no es admisible la prueba?",Derecho,Hechos imposibles,Hechos confesados,Hechos notorios,Hechos simples,,,0,Hechos imposibles,Los hechos imposibles no pueden ser probados porque son jurídicamente o físicamente imposibles.,
opcion_unica,"En el procedimiento probatorio, ¿los plazos para realizar los actos procesales que corresponden a las partes son determinados por las propias partes?",Derecho,Solo en materia civil,Solo cuando las partes lo acuerden,Verdadero,Falso,,,3,Falso,"Los plazos están regulados por la ley, no por las partes, como el de ofrecimiento de pruebas y el de citación para la audiencia.",
opcion_unica,Las pruebas supervenientes son las que se desconocían al momento de presentación de los escritos de demanda y contestación de esta.,Derecho,Solo si se ofrecen antes de la audiencia,Falso,Solo si se refieren a hechos nuevos,Verdadero,,,3,Verdadero,"Las pruebas supervenientes son aquellas que se desconocían al momento de presentar la demanda o contestación, o que se refieren a hechos ocurridos después.",
opcion_unica,"Si la parte a quien se concedió la ampliación del término extraordinario de desahogo de pruebas no rinde las pruebas respectivas, ¿se le deberá sancionar?",Derecho,Solo si la contraparte lo solicita,Solo si las pruebas son esenciales,Verdadero,Falso,,,2,Verdadero,La ley establece que se impondrá una sanción pecuniaria y no se recibirán las pruebas no rendidas.,
opcion_unica,"Al ofrecer pruebas, ¿qué requisito debe cumplirse respecto a los testigos?",Derecho,Indicar el número de testigos que se presentarán.,Señalar únicamente el domicilio de los testigos.,Describir los hechos sin mencionar a los testigos.,Expresar el nombre de los testigos a quienes constan los hechos que se relatan.,,,3,Expresar el nombre de los testigos a quienes constan los hechos que se relatan.,"La ley exige que al ofrecer la prueba testimonial se identifiquen los testigos, pues de lo contrario no se admitirá.",
opcion_unica,¿Qué debe hacer el juez cuando las pruebas se ofrecen sin cumplir las reglas generales o particulares?,Derecho,Desecharlas por no cumplir los requisitos legales.,Admitirlas y subsanar las deficiencias de oficio.,Admitirlas si son idóneas para acreditar los hechos.,Solicitar a la parte que corrija los defectos.,,,0,Desecharlas por no cumplir los requisitos legales.,"El juez debe desechar las pruebas que no cumplan las reglas de ofrecimiento, pues sólo las ofrecidas conforme a derecho son admisibles.",
opcion_unica,¿En cuántos momentos se desarrolla la etapa probatoria?,Derecho,"Tres: ofrecimiento, admisión y desahogo.",Dos: ofrecimiento y admisión.,"Cinco: ofrecimiento, admisión, preparación, desahogo y valoración.","Cuatro: ofrecimiento, admisión, preparación y desahogo.",,,3,"Cuatro: ofrecimiento, admisión, preparación y desahogo.","La etapa probatoria comprende cuatro fases: ofrecimiento, admisión, preparación y desahogo.",
opcion_unica,¿Cuál es un requisito para que las pruebas ofrecidas por las partes sean admisibles?,Derecho,Que sean ofrecidas por ambas partes.,Que se refieran a hechos notorios.,Que se ofrezcan conforme a derecho.,Que sean ofrecidas en la audiencia de ley.,,,2,Que se ofrezcan conforme a derecho.,"Para que una prueba sea admisible, debe ofrecerse cumpliendo todos los requisitos del código procesal.",
opcion_unica,"Al admitir las pruebas, ¿qué debe considerar el juez?",Derecho,La calidad de los abogados de las partes.,La cantidad de pruebas ofrecidas.,La etapa procesal en que se encuentre el juicio.,Su pertinencia con los hechos discutidos y su idoneidad.,,,3,Su pertinencia con los hechos discutidos y su idoneidad.,"El juez sólo debe admitir pruebas pertinentes, es decir, relacionadas con los hechos controvertidos y aptas para probarlos.",
opcion_unica,¿Qué medidas sirven para preparar las pruebas correspondientes?,Derecho,La celebración de audiencia de conciliación.,La citación a las partes y a los testigos.,La exhibición de documentos.,La presentación de alegatos.,,,1,La citación a las partes y a los testigos.,"La citación a las partes y a los testigos son actos de preparación, especialmente para la confesional y la testimonial.",
opcion_unica,¿Qué pruebas pueden ofrecerse fuera del término probatorio?,Derecho,La inspección judicial y la documental.,Sólo la documental y la confesional.,La testimonial y la pericial.,La confesional y la pericial.,,,1,Sólo la documental y la confesional.,"Conforme al Código de Procedimientos Civiles, sólo la documental y la confesional pueden ofrecerse fuera del término probatorio.",
opcion_unica,¿Cuál es una causa para que una prueba no sea admitida?,Derecho,Que se refiera a hechos no controvertidos.,Que sea ofrecida por ambas partes.,Que sea pertinente para el juicio.,Su ofrecimiento extemporáneo.,,,3,Su ofrecimiento extemporáneo.,El ofrecimiento extemporáneo es una causa de rechazo de la prueba.,
opcion_unica,"Según el artículo 298 del Código de Procedimientos Civiles para el Distrito Federal, ¿qué recurso procede contra la no admisión de una prueba ofrecida conforme a derecho?",Derecho,Apelación.,Reclamación.,Revocación.,Queja.,,,0,Apelación.,El artículo 298 establece que el recurso de apelación es el procedente para impugnar la no admisión de pruebas.,
opcion_unica,¿Qué regla debe observar el juez en la audiencia de desahogo de pruebas?,Derecho,La clausura del procedimiento.,La continuación del procedimiento.,La suspensión del procedimiento.,La reposición del procedimiento.,,,1,La continuación del procedimiento.,"En la audiencia de desahogo, el juez debe velar por la continuación del procedimiento, evitando dilaciones.",
opcion_unica,"Conforme al artículo 291 del Código de Procedimientos Civiles para el Distrito Federal, ¿cuál es una regla general que debe observarse en el ofrecimiento de pruebas?",Derecho,Acompañar las pruebas con un escrito de alegatos.,Relacionar las pruebas con los hechos que se pretendan acreditar.,Presentar las pruebas en cualquier momento del juicio.,Ofrecer las pruebas sin necesidad de señalar los hechos.,,,1,Relacionar las pruebas con los hechos que se pretendan acreditar.,La regla general exige que las pruebas se relacionen con los hechos controvertidos que se pretenden demostrar.,
opcion_unica,¿Qué tipo de pruebas pueden ofrecerse fuera del plazo legal establecido?,Derecho,Supervenientes.,Testimoniales.,Documentales públicas.,Confesionales.,,,0,Supervenientes.,Las pruebas supervenientes son aquellas que surgen con posterioridad al plazo ordinario de ofrecimiento y por ello se admiten fuera de dicho plazo.,
opcion_unica,¿En qué acto procesal se desahogan las pruebas admitidas a las partes?,Derecho,Audiencia de sentencia.,Audiencia previa.,Audiencia de conciliación.,Audiencia de pruebas y alegatos.,,,3,Audiencia de pruebas y alegatos.,La audiencia de pruebas y alegatos es la etapa procesal en la que se lleva a cabo el desahogo de las pruebas admitidas.,
opcion_unica,¿Cuál es un requisito para que una prueba documental sea considerada superveniente?,Derecho,Ser emitida por una autoridad judicial.,Haber sido ofrecida en el escrito inicial.,Encontrarse en poder de la contraparte.,Ser de fecha posterior a los escritos de demanda y contestación.,,,3,Ser de fecha posterior a los escritos de demanda y contestación.,"La prueba documental superveniente debe ser de fecha posterior a los escritos de demanda y contestación, pues ello justifica su ofrecimiento extemporáneo.",
opcion_unica,¿Cómo se denomina el acto del tribunal en el que se determina qué pruebas se admiten y cuáles se rechazan?,Derecho,Auto de apertura del juicio.,Auto de desahogo de pruebas.,Auto de radicación.,Auto sobre admisión de pruebas.,,,3,Auto sobre admisión de pruebas.,El auto sobre admisión de pruebas es la resolución judicial que decide la admisión o rechazo de los medios probatorios ofrecidos.,
opcion_unica,¿Qué facultad discrecional tiene el juez al admitir la prueba testimonial?,Derecho,Exigir que los testigos sean presentados por las partes.,Limitar el número de testigos.,Rechazar la prueba si los testigos no comparecen.,Interrogar directamente a los testigos.,,,1,Limitar el número de testigos.,"El juez puede limitar el número de testigos para evitar dilaciones o pruebas innecesarias, en ejercicio de su facultad discrecional.",
opcion_unica,¿Qué acto ordena el juez respecto de las pruebas que han sido admitidas?,Derecho,Ordenar su devolución al oferente.,Ordenar su desahogo inmediato.,Ordenar su preparación.,Ordenar su exhibición ante las partes.,,,2,Ordenar su preparación.,"Una vez admitidas las pruebas, el juez ordena su preparación para que puedan ser desahogadas en la audiencia correspondiente.",
